Vendor Location,Participant Category,Year Month, Number of Participants Redeemed , Number Vouchers Redeemed ,Total Cost Vouchers,Average Cost,Statewide Infant Formula Rebate,Total Cost Vouchers Adjusted,Average Cost Adjusted,State Average Cost Adjusted
STANISLAUS          ,Infant  ,2013-07,"4,462","11,482","$576,544.64 ",$129.21 ,,,,
STANISLAUS          ,Infant  ,2013-08,"4,443","11,414","$576,980.98 ",$129.86 ,,,,
STANISLAUS          ,Infant  ,2013-09,"4,396","11,310","$577,211.16 ",$131.30 ,,,,
STANISLAUS          ,Infant  ,2013-10,"4,342","10,967","$570,509.93 ",$131.39 ,,,,
STANISLAUS          ,Infant  ,2013-11,"4,147","10,531","$546,369.93 ",$131.75 ,,,,
STANISLAUS          ,Infant  ,2013-12,"4,095","10,497","$542,016.46 ",$132.36 ,,,,
STANISLAUS          ,Infant  ,2014-01,"4,214","10,822","$557,448.96 ",$132.28 ,,,,
STANISLAUS          ,Infant  ,2014-02,"4,132","10,877","$547,049.84 ",$132.39 ,,,,
STANISLAUS          ,Infant  ,2014-03,"4,238","11,075","$558,289.60 ",$131.73 ,,,,
STANISLAUS          ,Infant  ,2014-04,"4,241","11,208","$551,781.07 ",$130.11 ,,,,
STANISLAUS          ,Infant  ,2014-05,"4,230","11,163","$549,867.63 ",$129.99 ,,,,
STANISLAUS          ,Infant  ,2014-06,"4,199","11,145","$544,065.54 ",$129.57 ,,,,
STANISLAUS          ,Infant  ,2014-07,"4,226","11,095","$544,817.94 ",$128.92 ,,,,
STANISLAUS          ,Infant  ,2014-08,"4,198","11,009","$542,073.15 ",$129.13 ,,,,
STANISLAUS          ,Infant  ,2014-09,"4,157","10,808","$544,312.89 ",$130.94 ,,,,
STANISLAUS          ,Infant  ,2014-10,"4,201","10,796","$546,011.00 ",$129.97 ,,,,
STANISLAUS          ,Infant  ,2014-11,"3,953","10,114","$522,685.79 ",$132.23 ,,,,
STANISLAUS          ,Infant  ,2014-12,"4,028","10,257","$535,732.72 ",$133.00 ,,,,
STANISLAUS          ,Infant  ,2015-01,"4,106","10,618","$551,147.39 ",$134.23 ,,,,
STANISLAUS          ,Infant  ,2015-02,"4,106","10,584","$546,399.89 ",$133.07 ,,,,
STANISLAUS          ,Infant  ,2015-03,"4,168","10,758","$551,270.55 ",$132.26 ,,,,
STANISLAUS          ,Infant  ,2015-04,"4,205","10,866","$555,803.91 ",$132.18 ,,,,
STANISLAUS          ,Infant  ,2015-05,"4,075","10,643","$533,871.68 ",$131.01 ,,,,
STANISLAUS          ,Infant  ,2015-06,"4,157","10,871","$542,396.07 ",$130.48 ,,,,
STANISLAUS          ,Infant  ,2015-07,"4,165","10,836","$541,671.22 ",$130.05 ,,,,
STANISLAUS          ,Infant  ,2015-08,"4,191","10,792","$549,547.47 ",$131.13 ,,,,
STANISLAUS          ,Infant  ,2015-09,"4,153","10,618","$544,482.27 ",$131.11 ,,,,
STANISLAUS          ,Infant  ,2015-10,"4,088","10,300","$536,342.17 ",$131.20 ,,,,
STANISLAUS          ,Infant  ,2015-11,"3,974","10,090","$520,733.19 ",$131.04 ,,,,
STANISLAUS          ,Infant  ,2015-12,"3,984","9,939","$521,065.55 ",$130.79 ,,,,
STANISLAUS          ,Infant  ,2016-01,"4,013","10,149","$526,579.71 ",$131.22 ,,,,
STANISLAUS          ,Infant  ,2016-02,"3,939","10,151","$516,542.06 ",$131.14 ,,,,
STANISLAUS          ,Infant  ,2016-03,"3,960","10,214","$526,824.56 ",$133.04 ,,,,
STANISLAUS          ,Infant  ,2016-04,"3,950","10,288","$512,960.18 ",$129.86 ,,,,
STANISLAUS          ,Infant  ,2016-05,"3,854","10,005","$506,895.63 ",$131.52 ,,,,
STANISLAUS          ,Infant  ,2016-06,"3,858","10,114","$514,548.47 ",$133.37 ,,,,
STANISLAUS          ,Infant  ,2016-07,"3,906","10,146","$519,159.17 ",$132.91 ,,,,
STANISLAUS          ,Infant  ,2016-08,"3,972","10,235","$530,646.45 ",$133.60 ,,,,
STANISLAUS          ,Infant  ,2016-09,"4,017","10,377","$534,403.00 ",$133.04 ,,,,
STANISLAUS          ,Infant  ,2016-10,"3,951","10,012","$527,445.48 ",$133.50 ,,,,
STANISLAUS          ,Infant  ,2016-11,"3,936","9,880","$530,934.89 ",$134.89 ,,,,
STANISLAUS          ,Infant  ,2016-12,"3,809","9,520","$511,584.82 ",$134.31 ,,,,
STANISLAUS          ,Infant  ,2017-01,"3,924","9,927","$529,947.06 ",$135.05 ,,,,
STANISLAUS          ,Infant  ,2017-02,"3,839","9,742","$519,489.94 ",$135.32 ,,,,
STANISLAUS          ,Infant  ,2017-03,"3,953","9,966","$536,816.17 ",$135.80 ,,,,
STANISLAUS          ,Infant  ,2017-04,"3,885","10,005","$529,085.34 ",$136.19 ,,,,
STANISLAUS          ,Infant  ,2017-05,"3,913","9,971","$534,338.65 ",$136.55 ,,,,
STANISLAUS          ,Infant  ,2017-06,"3,928","10,051","$538,744.88 ",$137.16 ,,,,
STANISLAUS          ,Infant  ,2017-07,"3,827","9,783","$524,448.90 ",$137.04 ,,,,
STANISLAUS          ,Infant  ,2017-08,"3,923","9,873","$538,446.52 ",$137.25 ,,,,
STANISLAUS          ,Infant  ,2017-09,"3,868","9,779","$531,017.35 ",$137.28 ,,,,
STANISLAUS          ,Infant  ,2017-10,"3,857","9,653","$531,785.22 ",$137.88 ,,,,
STANISLAUS          ,Infant  ,2017-11,"3,764","9,546","$529,713.97 ",$140.73 ,,,,
STANISLAUS          ,Infant  ,2017-12,"3,762","9,550","$524,898.38 ",$139.53 ,,,,
STANISLAUS          ,Infant  ,2018-01,"3,774","9,652","$525,930.73 ",$139.36 ,,,,
STANISLAUS          ,Infant  ,2018-02,"3,699","9,493","$514,204.09 ",$139.01 ,,,,
STANISLAUS          ,Infant  ,2018-03,"3,668","9,323","$506,013.04 ",$137.95 ,,,,
STANISLAUS          ,Infant  ,2018-04,"3,655","9,440","$506,937.88 ",$138.70 ,,,,
STANISLAUS          ,Infant  ,2018-05,"3,658","9,358","$505,468.79 ",$138.18 ,,,,
STANISLAUS          ,Infant  ,2018-06,"3,652","9,318","$507,413.87 ",$138.94 ,,,,
STANISLAUS          ,Infant  ,2018-07,"3,696","9,413","$512,630.57 ",$138.70 ,,,,
STANISLAUS          ,Infant  ,2018-08,"3,677","9,256","$507,679.32 ",$138.07 ,,,,
STANISLAUS          ,Infant  ,2018-09,"3,573","8,912","$500,204.97 ",$140.00 ,,,,
STANISLAUS          ,Infant  ,2018-10,"3,503","8,644","$497,577.53 ",$142.04 ,,,,
STANISLAUS          ,Infant  ,2018-11,"3,426","8,464","$488,330.24 ",$142.54 ,,,,
STANISLAUS          ,Infant  ,2018-12,"3,412","8,422","$485,245.56 ",$142.22 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2010-01,"1,647","4,434","$60,273.92 ",$36.60 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2010-02,"1,588","4,291","$57,011.74 ",$35.90 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2010-03,"1,643","4,444","$59,149.39 ",$36.00 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2010-04,"1,601","4,367","$57,311.84 ",$35.80 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2010-05,"1,568","4,277","$55,580.54 ",$35.45 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2010-06,"1,613","4,401","$57,397.08 ",$35.58 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2010-07,"1,628","4,419","$58,027.30 ",$35.64 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2010-08,"1,630","4,421","$58,476.00 ",$35.87 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2010-09,"1,643","4,490","$59,073.04 ",$35.95 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2010-10,"1,675","4,537","$60,067.66 ",$35.86 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2010-11,"1,601","4,320","$57,566.93 ",$35.96 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2010-12,"1,542","4,153","$55,502.92 ",$35.99 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2011-01,"1,631","4,422","$58,107.94 ",$35.63 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2011-02,"1,545","4,224","$55,834.81 ",$36.14 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2011-03,"1,566","4,243","$57,546.55 ",$36.75 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2011-04,"1,524","4,139","$57,402.25 ",$37.67 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2011-05,"1,545","4,234","$58,952.93 ",$38.16 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2011-06,"1,585","4,299","$60,427.49 ",$38.12 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2011-07,"1,563","4,278","$60,792.53 ",$38.89 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2011-08,"1,584","4,315","$61,932.26 ",$39.10 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2011-09,"1,633","4,480","$64,799.78 ",$39.68 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2011-10,"1,618","4,415","$63,696.11 ",$39.37 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2011-11,"1,624","4,426","$63,315.87 ",$38.99 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2011-12,"1,580","4,309","$62,467.49 ",$39.54 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2012-01,"1,665","4,554","$65,884.81 ",$39.57 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2012-02,"1,594","4,327","$62,093.69 ",$38.95 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2012-03,"1,581","4,294","$61,092.66 ",$38.64 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2012-04,"1,574","4,290","$60,835.31 ",$38.65 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2012-05,"1,573","4,230","$58,816.09 ",$37.39 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2012-06,"1,601","4,334","$59,349.60 ",$37.07 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2012-07,"1,642","4,436","$61,195.06 ",$37.27 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2012-08,"1,665","4,497","$62,110.41 ",$37.30 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2012-09,"1,655","4,548","$63,534.57 ",$38.39 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2012-10,"1,689","4,527","$64,125.32 ",$37.97 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2012-11,"1,673","4,515","$64,634.30 ",$38.63 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2012-12,"1,564","4,214","$60,483.05 ",$38.67 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2013-01,"1,727","4,702","$67,384.87 ",$39.02 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2013-02,"1,674","4,558","$64,872.92 ",$38.75 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2013-03,"1,686","4,602","$65,711.40 ",$38.97 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2013-04,"1,663","4,545","$64,231.33 ",$38.62 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2013-05,"1,591","4,348","$61,470.12 ",$38.64 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2013-06,"1,568","4,236","$59,672.58 ",$38.06 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2013-07,"1,614","4,421","$62,172.57 ",$38.52 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2013-08,"1,569","4,276","$59,790.13 ",$38.11 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2013-09,"1,607","4,386","$61,816.09 ",$38.47 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2013-10,"1,556","4,183","$59,348.07 ",$38.14 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2013-11,"1,548","4,186","$59,682.24 ",$38.55 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2013-12,"1,534","4,186","$59,983.20 ",$39.10 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2014-01,"1,635","4,495","$64,100.40 ",$39.21 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2014-02,"1,574","4,289","$62,192.53 ",$39.51 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2014-03,"1,547","4,192","$61,663.27 ",$39.86 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2014-04,"1,504","4,135","$61,053.09 ",$40.59 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2014-05,"1,445","3,912","$57,589.17 ",$39.85 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2014-06,"1,457","3,981","$58,882.13 ",$40.41 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2014-07,"1,475","3,980","$59,087.74 ",$40.06 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2014-08,"1,405","3,834","$56,850.63 ",$40.46 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2014-09,"1,434","3,894","$57,811.68 ",$40.31 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2014-10,"1,485","4,035","$59,554.21 ",$40.10 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2014-11,"1,475","3,977","$59,409.48 ",$40.28 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2014-12,"1,488","4,018","$60,430.49 ",$40.61 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2015-01,"1,581","4,337","$64,676.71 ",$40.91 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2015-02,"1,519","4,113","$60,569.77 ",$39.87 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2015-03,"1,504","4,095","$58,871.01 ",$39.14 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2015-04,"1,508","4,116","$58,687.95 ",$38.92 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2015-05,"1,411","3,866","$54,694.94 ",$38.76 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2015-06,"1,382","3,753","$53,672.44 ",$38.84 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2015-07,"1,368","3,690","$52,830.43 ",$38.62 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2015-08,"1,364","3,707","$53,121.24 ",$38.95 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2015-09,"1,389","3,802","$54,409.04 ",$39.17 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2015-10,"1,379","3,720","$54,147.22 ",$39.27 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2015-11,"1,298","3,546","$51,582.14 ",$39.74 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2015-12,"1,356","3,684","$53,381.17 ",$39.37 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2016-01,"1,400","3,806","$54,965.48 ",$39.26 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2016-02,"1,346","3,666","$52,358.98 ",$38.90 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2016-03,"1,345","3,635","$51,414.02 ",$38.23 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2016-04,"1,310","3,587","$52,105.79 ",$39.78 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2016-05,"1,266","3,449","$48,866.94 ",$38.60 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2016-06,"1,311","3,586","$50,336.85 ",$38.40 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2016-07,"1,273","3,499","$49,108.42 ",$38.58 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2016-08,"1,344","3,635","$51,262.77 ",$38.14 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2016-09,"1,363","3,714","$52,752.97 ",$38.70 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2016-10,"1,398","3,769","$53,860.32 ",$38.53 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2016-11,"1,407","3,822","$54,790.92 ",$38.94 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2016-12,"1,326","3,601","$52,035.53 ",$39.24 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2017-01,"1,412","3,839","$55,421.88 ",$39.25 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2017-02,"1,306","3,543","$51,422.64 ",$39.37 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2017-03,"1,317","3,574","$51,759.31 ",$39.30 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2017-04,"1,295","3,538","$51,190.39 ",$39.53 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2017-05,"1,295","3,506","$50,453.73 ",$38.96 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2017-06,"1,300","3,519","$50,834.63 ",$39.10 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2017-07,"1,247","3,382","$48,963.51 ",$39.27 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2017-08,"1,278","3,472","$49,841.00 ",$39.00 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2017-09,"1,282","3,496","$50,541.63 ",$39.42 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2017-10,"1,284","3,472","$50,263.27 ",$39.15 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2017-11,"1,311","3,603","$52,717.15 ",$40.21 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2017-12,"1,245","3,377","$49,242.89 ",$39.55 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2018-01,"1,261","3,433","$49,840.89 ",$39.52 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2018-02,"1,179","3,241","$47,397.78 ",$40.20 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2018-03,"1,144","3,099","$44,929.89 ",$39.27 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2018-04,"1,151","3,166","$46,086.81 ",$40.04 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2018-05,"1,168","3,178","$45,730.49 ",$39.15 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2018-06,"1,157","3,148","$45,217.85 ",$39.08 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2018-07,"1,186","3,254","$46,663.23 ",$39.35 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2018-08,"1,212","3,273","$47,045.38 ",$38.82 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2018-09,"1,193","3,267","$46,904.00 ",$39.32 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2018-10,"1,173","3,176","$45,948.11 ",$39.17 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2018-11,"1,141","3,059","$44,405.46 ",$38.92 ,,,,
STANISLAUS          ,Non-Breastfeeding Mother  ,2018-12,"1,126","3,063","$44,741.89 ",$39.74 ,,,,
STANISLAUS          ,Prenatal  ,2010-01,"2,006","7,277","$97,036.98 ",$48.37 ,,,,
STANISLAUS          ,Prenatal  ,2010-02,"2,110","7,643","$100,957.44 ",$47.85 ,,,,
STANISLAUS          ,Prenatal  ,2010-03,"2,179","7,887","$102,836.08 ",$47.19 ,,,,
STANISLAUS          ,Prenatal  ,2010-04,"2,207","8,053","$102,940.35 ",$46.64 ,,,,
STANISLAUS          ,Prenatal  ,2010-05,"2,153","7,835","$99,429.85 ",$46.18 ,,,,
STANISLAUS          ,Prenatal  ,2010-06,"2,257","8,238","$105,964.02 ",$46.95 ,,,,
STANISLAUS          ,Prenatal  ,2010-07,"2,167","7,898","$101,884.68 ",$47.02 ,,,,
STANISLAUS          ,Prenatal  ,2010-08,"2,297","8,318","$108,098.67 ",$47.06 ,,,,
STANISLAUS          ,Prenatal  ,2010-09,"2,178","7,972","$103,142.27 ",$47.36 ,,,,
STANISLAUS          ,Prenatal  ,2010-10,"2,150","7,803","$102,489.46 ",$47.67 ,,,,
STANISLAUS          ,Prenatal  ,2010-11,"2,027","7,415","$96,582.41 ",$47.65 ,,,,
STANISLAUS          ,Prenatal  ,2010-12,"1,914","6,933","$90,284.00 ",$47.17 ,,,,
STANISLAUS          ,Prenatal  ,2011-01,"2,108","7,758","$99,883.71 ",$47.38 ,,,,
STANISLAUS          ,Prenatal  ,2011-02,"1,967","7,261","$94,820.08 ",$48.21 ,,,,
STANISLAUS          ,Prenatal  ,2011-03,"2,062","7,615","$102,450.69 ",$49.69 ,,,,
STANISLAUS          ,Prenatal  ,2011-04,"2,122","7,799","$107,626.77 ",$50.72 ,,,,
STANISLAUS          ,Prenatal  ,2011-05,"2,159","7,925","$109,577.81 ",$50.75 ,,,,
STANISLAUS          ,Prenatal  ,2011-06,"2,213","8,162","$114,118.21 ",$51.57 ,,,,
STANISLAUS          ,Prenatal  ,2011-07,"2,128","7,837","$110,900.25 ",$52.11 ,,,,
STANISLAUS          ,Prenatal  ,2011-08,"2,229","8,149","$116,433.58 ",$52.24 ,,,,
STANISLAUS          ,Prenatal  ,2011-09,"2,053","7,546","$108,038.14 ",$52.62 ,,,,
STANISLAUS          ,Prenatal  ,2011-10,"2,036","7,385","$104,615.09 ",$51.38 ,,,,
STANISLAUS          ,Prenatal  ,2011-11,"1,966","7,215","$101,549.67 ",$51.65 ,,,,
STANISLAUS          ,Prenatal  ,2011-12,"1,903","6,901","$98,457.69 ",$51.74 ,,,,
STANISLAUS          ,Prenatal  ,2012-01,"2,051","7,537","$107,469.55 ",$52.40 ,,,,
STANISLAUS          ,Prenatal  ,2012-02,"2,019","7,322","$103,674.77 ",$51.35 ,,,,
STANISLAUS          ,Prenatal  ,2012-03,"2,138","7,754","$109,293.49 ",$51.12 ,,,,
STANISLAUS          ,Prenatal  ,2012-04,"2,092","7,653","$106,995.06 ",$51.14 ,,,,
STANISLAUS          ,Prenatal  ,2012-05,"2,108","7,576","$104,179.91 ",$49.42 ,,,,
STANISLAUS          ,Prenatal  ,2012-06,"2,115","7,619","$103,341.27 ",$48.86 ,,,,
STANISLAUS          ,Prenatal  ,2012-07,"2,085","7,537","$102,913.67 ",$49.36 ,,,,
STANISLAUS          ,Prenatal  ,2012-08,"2,091","7,540","$102,936.19 ",$49.23 ,,,,
STANISLAUS          ,Prenatal  ,2012-09,"1,967","7,177","$99,493.82 ",$50.58 ,,,,
STANISLAUS          ,Prenatal  ,2012-10,"1,971","7,025","$98,312.73 ",$49.88 ,,,,
STANISLAUS          ,Prenatal  ,2012-11,"1,948","7,126","$101,115.27 ",$51.91 ,,,,
STANISLAUS          ,Prenatal  ,2012-12,"1,802","6,448","$91,598.72 ",$50.83 ,,,,
STANISLAUS          ,Prenatal  ,2013-01,"2,033","7,429","$105,728.48 ",$52.01 ,,,,
STANISLAUS          ,Prenatal  ,2013-02,"1,956","7,158","$101,269.17 ",$51.77 ,,,,
STANISLAUS          ,Prenatal  ,2013-03,"1,965","7,108","$99,953.68 ",$50.87 ,,,,
STANISLAUS          ,Prenatal  ,2013-04,"2,101","7,617","$106,699.30 ",$50.79 ,,,,
STANISLAUS          ,Prenatal  ,2013-05,"2,197","7,949","$111,830.73 ",$50.90 ,,,,
STANISLAUS          ,Prenatal  ,2013-06,"2,140","7,802","$109,938.12 ",$51.37 ,,,,
STANISLAUS          ,Prenatal  ,2013-07,"2,089","7,653","$107,702.01 ",$51.56 ,,,,
STANISLAUS          ,Prenatal  ,2013-08,"2,132","7,698","$108,156.96 ",$50.73 ,,,,
STANISLAUS          ,Prenatal  ,2013-09,"1,976","7,223","$101,698.77 ",$51.47 ,,,,
STANISLAUS          ,Prenatal  ,2013-10,"1,953","7,067","$99,651.47 ",$51.02 ,,,,
STANISLAUS          ,Prenatal  ,2013-11,"1,751","6,400","$90,644.46 ",$51.77 ,,,,
STANISLAUS          ,Prenatal  ,2013-12,"1,674","6,144","$87,473.63 ",$52.25 ,,,,
STANISLAUS          ,Prenatal  ,2014-01,"1,840","6,756","$96,836.06 ",$52.63 ,,,,
STANISLAUS          ,Prenatal  ,2014-02,"1,779","6,537","$94,947.77 ",$53.37 ,,,,
STANISLAUS          ,Prenatal  ,2014-03,"1,881","6,834","$100,457.40 ",$53.41 ,,,,
STANISLAUS          ,Prenatal  ,2014-04,"1,981","7,184","$106,205.33 ",$53.61 ,,,,
STANISLAUS          ,Prenatal  ,2014-05,"1,968","7,212","$106,466.77 ",$54.10 ,,,,
STANISLAUS          ,Prenatal  ,2014-06,"2,019","7,442","$110,313.51 ",$54.64 ,,,,
STANISLAUS          ,Prenatal  ,2014-07,"2,082","7,627","$113,456.85 ",$54.49 ,,,,
STANISLAUS          ,Prenatal  ,2014-08,"1,988","7,297","$108,229.70 ",$54.44 ,,,,
STANISLAUS          ,Prenatal  ,2014-09,"2,005","7,394","$110,034.90 ",$54.88 ,,,,
STANISLAUS          ,Prenatal  ,2014-10,"1,903","6,905","$101,769.92 ",$53.48 ,,,,
STANISLAUS          ,Prenatal  ,2014-11,"1,659","6,023","$89,316.69 ",$53.84 ,,,,
STANISLAUS          ,Prenatal  ,2014-12,"1,690","6,125","$91,048.93 ",$53.88 ,,,,
STANISLAUS          ,Prenatal  ,2015-01,"1,733","6,298","$93,089.38 ",$53.72 ,,,,
STANISLAUS          ,Prenatal  ,2015-02,"1,730","6,267","$91,278.39 ",$52.76 ,,,,
STANISLAUS          ,Prenatal  ,2015-03,"1,819","6,552","$93,548.14 ",$51.43 ,,,,
STANISLAUS          ,Prenatal  ,2015-04,"1,876","6,786","$96,046.04 ",$51.20 ,,,,
STANISLAUS          ,Prenatal  ,2015-05,"1,711","6,250","$88,341.51 ",$51.63 ,,,,
STANISLAUS          ,Prenatal  ,2015-06,"1,810","6,615","$94,229.35 ",$52.06 ,,,,
